Quotation_ID,Date,Client,Project,Item,Unit,Quantity,Cement_Bags,Sand_CFT,Aggregate_CFT,Steel_Kg,Bricks_Nos,Water_Cost,Equipment_Cost,Labour_Cost,Electrical_Cost,Material_Cost,Transport,Safety,GST,Profit,Total
QTN-00468,2026-08-10,Skyline,Project 59,Brickwork,Nos,411,534,192,110,3393,9720,2215,2678,41313,12086,603310,13187.74,6593.87,122250.35,80141.9,881560.86
QTN-00469,2026-03-17,XYZ Infra,Project 21,Flooring,Nos,64,52,363,481,784,2917,1565,21319,77815,2501,193861,5909.92,2954.96,54784.96,35914.58,395060.42
QTN-00470,2026-02-26,ABC Builders,Project 94,Earthwork,Nos,424,470,386,604,4434,8311,3700,46886,70750,11819,717598,16941.06,8470.53,157043.63,102950.82,1132459.04
QTN-00471,2026-10-04,Skyline,Project 25,Brickwork,Nos,364,449,368,175,1504,366,4498,24162,66709,19849,372716,9668.72,4834.36,89629.03,58756.81,646324.93
QTN-00472,2026-06-17,ABC Builders,Project 54,Plastering,Nos,225,434,14,657,3912,4525,4219,46750,87965,16692,609079,15209.72,7604.86,140994.1,92429.47,1016724.15
QTN-00473,2026-06-06,XYZ Infra,Project 36,Flooring,Nos,23,375,19,19,1443,9391,4598,20877,60687,2676,360501,8894.82,4447.41,82454.98,54053.82,594592.03
QTN-00474,2026-01-13,Green Homes,Project 27,Painting,Nos,444,393,407,831,1918,6506,1279,37212,43580,8778,506307,11917.54,5958.77,110475.6,72422.89,796651.8
QTN-00475,2026-11-06,SPPS Construction,Project 85,Flooring,Nos,257,142,740,220,2810,9500,3402,23600,7879,9680,439652,9616.22,4808.11,89142.36,58437.77,642815.46
QTN-00476,2026-01-20,ABC Builders,Project 58,Waterproofing,Nos,342,511,307,462,4687,2242,4811,11806,97308,14647,684222,16159.66,8079.83,149800.05,98202.25,1080224.79
QTN-00477,2026-07-24,Skyline,Project 7,Waterproofing,Nos,175,247,687,864,432,550,3696,36200,23525,19689,310286,7794,3897,72250.38,47364.14,521005.52
QTN-00478,2026-09-24,Green Homes,Project 22,Brickwork,Nos,294,252,557,726,4620,2348,3831,46646,19859,14850,614195,13911,6955.5,128954.97,84537.15,929908.62
QTN-00479,2026-09-20,XYZ Infra,Project 60,RCC,Nos,233,150,437,552,4696,2442,2511,4132,90458,1625,542947,12783.24,6391.62,118500.63,77683.75,854521.24
QTN-00480,2026-10-17,SPPS Construction,Project 90,Waterproofing,Nos,359,88,771,734,1905,9989,2397,29670,85285,15454,414544,10899.06,5449.53,101034.29,66233.59,728569.46
QTN-00481,2026-07-21,Green Homes,Project 53,RCC,Nos,168,154,50,507,684,4674,2081,4756,63703,17734,224913,6222.12,3111.06,57679.05,37811.82,415930.06
QTN-00482,2026-08-25,ABC Builders,Project 31,Plastering,Nos,340,283,338,159,4369,3151,4963,26583,5091,5810,531316,11376,5688,105455.52,69131.95,760451.47
QTN-00483,2026-03-24,XYZ Infra,Project 83,Plastering,Nos,117,232,201,142,2445,5549,100,35760,29778,1989,365387,8658.28,4329.14,80262.26,52616.37,578780.04
QTN-00484,2026-01-27,XYZ Infra,Project 84,Flooring,Nos,141,12,199,880,1364,9692,2206,13033,25388,4034,308962,7028.34,3514.17,65152.71,42711.22,469823.44
QTN-00485,2026-07-09,ABC Builders,Project 39,RCC,Nos,73,480,566,44,2281,3163,2391,14482,7723,11224,465330,9975.18,4987.59,92469.92,60619.17,666810.86
QTN-00486,2026-07-22,SPPS Construction,Project 74,Waterproofing,Nos,362,108,319,807,361,9884,333,18360,57088,13837,277440,7334.5,3667.25,67990.82,44571.76,490289.32
QTN-00487,2026-07-24,Green Homes,Project 59,Waterproofing,Nos,341,234,673,234,1570,4631,3414,45036,39110,12937,345432,8850.3,4425.15,82042.28,53783.27,591616
QTN-00488,2026-04-21,Green Homes,Project 88,RCC,Nos,202,578,346,317,3843,7118,3267,48413,2958,1710,674256,14546.74,7273.37,134848.28,88400.54,972405.93
QTN-00489,2026-07-02,Green Homes,Project 23,Flooring,Nos,12,212,790,575,2920,4668,4695,25712,92743,11634,488639,12374.56,6187.28,114712.17,75200.2,827202.21
QTN-00490,2026-09-19,SPPS Construction,Project 33,Plastering,Nos,459,401,793,625,2293,2806,2783,14916,17336,15805,516096,11283.06,5641.53,104593.97,68567.16,754238.71
QTN-00491,2026-07-12,Green Homes,Project 15,Brickwork,Nos,144,442,381,114,621,2758,2131,9801,91582,10153,313830,8507.32,4253.66,78862.86,51698.98,568688.82
QTN-00492,2026-01-18,XYZ Infra,Project 56,Brickwork,Nos,102,34,231,518,3105,1967,3613,21322,33563,3285,348164,8126.68,4063.34,75334.32,49385.83,543244.18
QTN-00493,2026-08-06,SPPS Construction,Project 48,Earthwork,Nos,165,541,796,616,874,3364,4746,10068,13706,3002,478258,10100.68,5050.34,93633.3,61381.83,675200.16
QTN-00494,2026-08-11,XYZ Infra,Project 96,Flooring,Nos,54,591,29,273,1345,5313,1706,4511,56682,17983,446115,10505.82,5252.91,97388.95,63843.87,702282.55
QTN-00495,2026-06-27,ABC Builders,Project 34,Painting,Nos,332,349,531,428,663,9196,2034,36059,26309,16006,376217,9091.82,4545.91,84281.17,55250.99,607760.89
QTN-00496,2026-12-18,Skyline,Project 91,Brickwork,Nos,206,526,414,248,584,1861,3763,21074,52688,7071,362031,8857.28,4428.64,82106.99,53825.69,592082.6
QTN-00497,2026-11-14,XYZ Infra,Project 96,Waterproofing,Nos,454,453,569,421,545,1673,630,14174,5712,1104,354779,7515.38,3757.69,69667.57,45670.96,502380.61
QTN-00498,2026-12-14,ABC Builders,Project 92,Earthwork,Nos,163,159,121,738,4861,1355,1889,28243,62451,8418,547094,12924.12,6462.06,119806.59,78539.88,863938.65
QTN-00499,2026-02-25,Green Homes,Project 75,Painting,Nos,394,476,530,254,931,8331,3806,14665,26871,2705,427359,9432,4716,87434.64,57318.26,630500.9
QTN-00500,2026-06-16,Skyline,Project 70,Plastering,Nos,487,573,184,567,3271,3912,1563,43025,33854,8739,618794,14088.24,7044.12,130597.98,85614.23,941756.58
QTN-00501,2026-06-28,SPPS Construction,Project 17,Painting,Nos,27,93,484,326,236,8954,2676,40068,26621,13185,211698,5831.44,2915.72,54057.45,35437.66,389814.27
QTN-00502,2026-12-01,ABC Builders,Project 29,Flooring,Nos,208,32,594,651,416,5758,4188,4496,54646,7702,221492,5766.72,2883.36,53457.49,35044.36,385487.93
QTN-00503,2026-09-05,Green Homes,Project 65,Painting,Nos,386,92,161,484,3036,4310,2990,14961,47276,13340,377530,9062.14,4531.07,84006.04,55070.62,605776.87
QTN-00504,2026-09-23,SPPS Construction,Project 79,Flooring,Nos,206,549,340,365,4278,2906,2360,41989,10298,9153,664508,14518.96,7259.48,134590.76,88231.72,970548.92
QTN-00505,2026-09-07,XYZ Infra,Project 100,Plastering,Nos,17,525,622,220,3314,6450,1825,24260,60714,13671,614385,14260.6,7130.3,132195.76,86661.67,953278.33
QTN-00506,2026-07-22,Skyline,Project 25,Painting,Nos,452,478,30,871,2015,3420,1420,30266,49599,19038,501925,12016.56,6008.28,111393.51,73024.64,803270.99
QTN-00507,2026-05-07,SPPS Construction,Project 35,RCC,Nos,411,361,67,179,1711,7095,1591,24257,71892,17078,375966,9783.86,4891.93,90696.38,59456.52,654021.69
QTN-00508,2026-08-27,Green Homes,Project 44,Plastering,Nos,493,481,446,388,35,1134,3449,33755,24125,18928,313836,7812.88,3906.44,72425.4,47478.87,522267.59
QTN-00509,2026-03-12,XYZ Infra,Project 42,Plastering,Nos,209,78,657,318,135,1214,4302,12818,66933,9912,149959,4792.44,2396.22,44425.92,29123.66,320360.24
QTN-00510,2026-05-17,XYZ Infra,Project 13,Plastering,Nos,325,55,752,538,4349,8520,4600,14573,97683,19211,548405,13597.44,6798.72,126048.27,82631.64,908948.07
QTN-00511,2026-04-15,Skyline,Project 1,PCC,Nos,177,398,17,696,3637,2588,3126,47264,17820,15052,560585,12814.42,6407.21,118789.67,77873.23,856605.53
QTN-00512,2026-06-25,Skyline,Project 23,RCC,Nos,391,568,625,795,1303,9766,385,40690,84393,8359,577238,14213.6,7106.8,131760.07,86376.05,950136.52
QTN-00513,2026-04-13,XYZ Infra,Project 87,Earthwork,Nos,417,550,543,469,2072,6009,3776,39374,45994,2267,554468,12842.06,6421.03,119045.9,78041.2,858453.18
QTN-00514,2026-08-09,XYZ Infra,Project 2,Plastering,Nos,63,305,398,365,2404,9038,187,33090,75081,7402,465681,11625.08,5812.54,107764.49,70645.61,777101.72
QTN-00515,2026-01-15,XYZ Infra,Project 65,Plastering,Nos,34,504,678,846,2052,3761,2362,40246,43355,8453,568910,13219.28,6609.64,122542.73,80333.56,883669.21
QTN-00516,2026-02-14,Skyline,Project 23,Plastering,Nos,481,323,185,345,184,961,1553,1755,51889,10040,224591,5765.5,2882.75,53446.18,35036.94,385406.38
QTN-00517,2026-07-15,Green Homes,Project 76,Painting,Nos,220,435,679,616,4652,5666,1949,13031,9505,19227,720167,15238.6,7619.3,141261.82,92604.97,1018654.69
QTN-00518,2026-03-20,SPPS Construction,Project 1,RCC,Nos,301,503,145,214,4346,7183,1053,33558,97712,16513,648097,15917.6,7958.8,147556.15,96731.26,1064043.81
QTN-00519,2026-04-18,ABC Builders,Project 37,Plastering,Nos,427,383,761,567,2675,1646,3319,45379,76668,12057,518382,13049.72,6524.86,120970.9,79303.15,872334.63
QTN-00520,2026-05-28,Skyline,Project 21,Plastering,Nos,407,539,238,172,4383,3289,4479,35783,55077,15893,641746,14969.98,7484.99,138771.71,90972.57,1000698.25
QTN-00521,2026-07-03,ABC Builders,Project 50,Plastering,Nos,453,5,189,76,554,1096,4297,49304,27608,8215,81105,3324.64,1662.32,30819.41,20203.84,222242.21
QTN-00522,2026-06-24,Green Homes,Project 34,Plastering,Nos,378,421,277,133,2950,1325,613,12965,17792,19623,460033,10208.26,5104.13,94630.57,62035.6,682391.56
QTN-00523,2026-05-04,SPPS Construction,Project 81,Waterproofing,Nos,16,166,598,633,546,5964,3843,10923,13202,15735,291005,6617.3,3308.65,61342.37,40213.33,442346.65
QTN-00524,2026-06-11,Green Homes,Project 59,Painting,Nos,107,343,658,463,3751,7993,579,349,91753,16311,608398,14336.22,7168.11,132896.76,87121.21,958333.3
QTN-00525,2026-02-05,Skyline,Project 35,Painting,Nos,194,458,338,730,3653,4230,3681,30253,25350,17163,632236,14100.04,7050.02,130707.37,85685.94,942545.37
QTN-00526,2026-12-25,XYZ Infra,Project 84,PCC,Nos,108,5,303,857,863,1481,4539,24016,74580,10262,210442,6386,3193,59198.22,38807.72,426884.94
QTN-00527,2026-01-01,SPPS Construction,Project 69,RCC,Nos,397,571,99,257,4381,7446,1308,40054,50600,3785,685161,15592,7796,144537.84,94752.58,1042278.42
QTN-00528,2026-05-03,Green Homes,Project 10,RCC,Nos,451,91,499,761,2204,4959,3467,5146,76521,2879,380629,9303.5,4651.75,86243.44,56537.37,621911.06
QTN-00529,2026-03-04,XYZ Infra,Project 68,Waterproofing,Nos,109,448,509,582,4726,3880,3665,41890,52288,12053,701315,16150.92,8075.46,149719.03,98149.14,1079640.55
QTN-00530,2026-05-28,Skyline,Project 75,Brickwork,Nos,374,253,276,786,736,8560,1640,49320,4276,12826,355570,8439.84,4219.92,78237.32,51288.91,564177.98
QTN-00531,2026-03-25,Skyline,Project 78,RCC,Nos,378,181,645,705,3858,3971,3827,12630,49474,8261,542595,12259.2,6129.6,113642.78,74499.16,819490.74
QTN-00532,2026-07-25,SPPS Construction,Project 12,Brickwork,Nos,332,536,504,431,4590,9913,369,1451,30375,14405,757163,16067.88,8033.94,148949.25,97644.51,1074089.57
QTN-00533,2026-10-19,XYZ Infra,Project 12,Plastering,Nos,40,44,189,812,4079,6570,2662,4548,71437,3453,493507,11458.9,5729.45,106224,69635.74,765993.09
QTN-00534,2026-02-01,Green Homes,Project 46,Waterproofing,Nos,51,82,627,744,1323,7725,4846,2234,74449,6727,342211,8512.42,4256.21,78910.13,51729.98,569029.74
QTN-00535,2026-11-21,SPPS Construction,Project 93,Brickwork,Nos,357,136,768,151,3261,9912,1248,37751,33411,14220,465879,11025.22,5512.61,102203.79,67000.26,737002.88
QTN-00536,2026-06-27,SPPS Construction,Project 13,RCC,Nos,253,149,119,34,3237,8097,2751,27781,66766,15004,390952,10010.06,5005.03,92793.26,60831.13,669142.48
QTN-00537,2026-02-15,SPPS Construction,Project 56,Painting,Nos,301,423,457,436,1749,9442,3254,14247,77618,12104,489195,11863.28,5931.64,109972.61,72093.15,793024.68
QTN-00538,2026-03-26,Green Homes,Project 11,RCC,Nos,288,409,27,781,402,5038,1079,12433,96850,10084,351463,9416.6,4708.3,87291.88,57224.68,629471.46
QTN-00539,2026-09-21,ABC Builders,Project 53,Earthwork,Nos,235,385,242,59,170,8114,433,16369,65889,11529,277785,7431.44,3715.72,68889.45,45160.86,496769.47
QTN-00540,2026-11-21,Skyline,Project 87,PCC,Nos,302,137,83,50,166,6429,3203,27039,58777,9715,141375,4738.12,2369.06,43922.37,28793.56,316729.11
QTN-00541,2026-06-22,ABC Builders,Project 29,RCC,Nos,392,64,363,209,3660,5735,1334,26223,67973,527,404634,9987.14,4993.57,92580.79,60691.85,667610.35
QTN-00542,2026-12-05,ABC Builders,Project 78,Brickwork,Nos,272,569,501,634,1101,1943,2290,34831,85007,17233,472619,12193.8,6096.9,113036.53,74101.72,815118.95
QTN-00543,2026-04-15,XYZ Infra,Project 57,Plastering,Nos,307,132,261,128,3392,691,1784,26273,42795,8101,357352,8690.42,4345.21,80560.19,52811.68,580928.51
QTN-00544,2026-03-11,ABC Builders,Project 62,Earthwork,Nos,395,23,536,120,4064,761,1600,41468,80579,17720,380118,10397.7,5198.85,96386.68,63186.82,695055.05
QTN-00545,2026-11-21,SPPS Construction,Project 71,Earthwork,Nos,109,271,2,131,4505,3506,1628,44911,91865,15219,505381,13147.52,6573.76,121877.51,79897.48,878872.27
QTN-00546,2026-07-12,XYZ Infra,Project 96,Painting,Nos,263,419,794,218,286,2917,797,13236,16623,16813,323813,7409.7,3704.85,68687.92,45028.75,495316.22
QTN-00547,2026-09-24,SPPS Construction,Project 37,RCC,Nos,144,403,282,396,847,436,3965,31363,63784,11153,322408,8574.16,4287.08,79482.46,52105.17,573156.87
QTN-00548,2026-12-18,Green Homes,Project 8,Brickwork,Nos,257,329,441,48,2712,4904,144,39801,90350,7374,431866,11387.82,5693.91,105565.09,69203.78,761241.6
QTN-00549,2026-11-07,Green Homes,Project 34,Painting,Nos,296,310,432,688,2433,5738,2403,27618,36100,14785,487402,11318.1,5659.05,104918.79,68780.09,756581.03
QTN-00550,2026-06-19,Skyline,Project 10,RCC,Nos,124,518,266,814,1985,7231,1355,21702,18330,16696,560138,12337.32,6168.66,114366.96,74973.89,824712.83
QTN-00551,2026-06-03,ABC Builders,Project 7,RCC,Nos,383,69,592,895,2541,3226,1229,41932,49120,18149,403422,10252.46,5126.23,95040.3,62304.2,685346.19
QTN-00552,2026-03-27,Skyline,Project 75,Earthwork,Nos,402,203,717,850,4046,4337,2066,7766,29394,14593,590922,12853.5,6426.75,119151.94,78110.72,859217.91
QTN-00553,2026-05-15,Skyline,Project 51,Flooring,Nos,352,370,754,619,2091,4452,2196,15502,66378,4470,495737,11641.74,5820.87,107918.93,70746.85,778215.39
QTN-00554,2026-12-01,XYZ Infra,Project 90,PCC,Nos,264,464,123,669,1651,5569,1873,47453,68971,3013,469170,11772.14,5886.07,109127.74,71539.29,786932.24
QTN-00555,2026-12-28,SPPS Construction,Project 71,Waterproofing,Nos,217,433,14,497,1550,6193,1419,32960,74460,2221,422823,10649.28,5324.64,98718.83,64715.67,711872.42
QTN-00556,2026-09-07,XYZ Infra,Project 95,Painting,Nos,71,340,0,658,3764,5873,3142,39172,15183,12380,564386,12622.42,6311.21,117009.83,76706.45,843770.91
QTN-00557,2026-02-23,XYZ Infra,Project 35,PCC,Nos,469,239,411,127,1,7932,4428,26324,42987,11340,223629,6085.6,3042.8,56413.51,36982.19,406804.1
QTN-00558,2026-03-05,Skyline,Project 21,Brickwork,Nos,482,593,369,151,1645,6385,4812,3685,91945,12841,493757,12044.56,6022.28,111653.07,73194.79,805142.7
QTN-00559,2026-01-01,Skyline,Project 37,RCC,Nos,45,537,168,166,2780,1978,1805,39028,35052,15667,501139,11817.72,5908.86,109550.26,71816.28,789979.13
QTN-00560,2026-09-18,Skyline,Project 17,Earthwork,Nos,430,219,186,120,4869,8685,4264,13686,3277,509,566749,11684.42,5842.21,108314.57,71006.22,781068.42
QTN-00561,2026-01-13,Green Homes,Project 4,Waterproofing,Nos,278,229,741,413,661,4401,3137,23923,4746,1076,299810,6591.1,3295.55,61099.5,40054.11,440595.26
QTN-00562,2026-01-08,ABC Builders,Project 32,Plastering,Nos,306,479,5,728,2256,7746,3231,14672,71797,18347,537709,12850.5,6425.25,119124.13,78092.49,859017.37
QTN-00563,2026-12-15,ABC Builders,Project 37,RCC,Nos,38,394,588,108,321,8058,232,25768,55724,6294,326071,8277.14,4138.57,76729.09,50300.18,553301.98
QTN-00564,2026-08-24,Green Homes,Project 34,RCC,Nos,246,347,271,570,4257,7657,2835,19001,57752,9550,629596,14317.98,7158.99,132727.67,87010.36,957114.01
QTN-00565,2026-03-22,XYZ Infra,Project 87,Painting,Nos,18,500,101,314,4009,9570,1244,38338,42223,12041,649239,14836.82,7418.41,137537.32,90163.36,991796.91
QTN-00566,2026-02-25,SPPS Construction,Project 51,Brickwork,Nos,232,361,104,858,3837,8759,1211,41683,57947,6542,632788,14779.2,7389.6,137003.18,89813.2,987945.18
QTN-00567,2026-04-21,ABC Builders,Project 47,PCC,Nos,411,115,252,8,265,8785,3923,19786,87465,17792,166948,5839.82,2919.91,54135.13,35488.59,390374.45
QTN-00568,2026-11-01,ABC Builders,Project 64,Waterproofing,Nos,68,261,419,195,1365,5846,4622,25420,68428,18997,328135,8819.6,4409.8,81757.69,53596.71,589563.8
QTN-00569,2026-04-11,Green Homes,Project 11,PCC,Nos,198,458,83,767,3055,2609,2141,35073,35893,13175,556918,12821.18,6410.59,118852.34,77914.31,857057.42
QTN-00570,2026-08-04,Green Homes,Project 92,Painting,Nos,257,216,124,801,3159,5389,724,38523,32941,10074,484001,11310.78,5655.39,104850.93,68735.61,756091.71
QTN-00571,2026-07-06,SPPS Construction,Project 73,Earthwork,Nos,49,560,70,456,2091,2946,4548,45830,55937,5462,497261,12089.8,6044.9,112072.45,73469.71,808166.86
QTN-00572,2026-02-24,Skyline,Project 9,Plastering,Nos,349,528,267,413,1401,6119,1163,13416,15361,13807,463710,10125.88,5062.94,93866.91,61534.97,676884.7
QTN-00573,2026-07-16,ABC Builders,Project 57,Brickwork,Nos,28,371,675,361,2185,2704,3366,1614,32690,8522,453143,9919.38,4959.69,91952.65,60280.07,663080.79
QTN-00574,2026-10-15,ABC Builders,Project 19,PCC,Nos,296,117,69,886,2902,8002,3566,43693,49056,18944,449722,11228.3,5614.15,104086.34,68234.38,750578.17
QTN-00575,2026-02-14,Skyline,Project 55,Plastering,Nos,146,450,227,22,4722,1472,471,34860,7184,16361,589697,12962.04,6481.02,120158.11,78770.32,866473.49
QTN-00576,2026-01-17,SPPS Construction,Project 28,RCC,Nos,43,440,359,486,2481,4446,1928,23113,93636,1529,508611,12537.78,6268.89,116225.22,76192.09,838112.98
QTN-00577,2026-08-08,Skyline,Project 38,Plastering,Nos,292,232,639,17,683,523,1719,32376,40699,18557,214688,6126.4,3063.2,56791.73,37230.13,409531.46
QTN-00578,2026-08-24,Green Homes,Project 24,Brickwork,Nos,185,379,96,357,2370,7248,386,6907,75895,5737,457190,10914.58,5457.29,101178.16,66327.9,729606.93
QTN-00579,2026-11-06,XYZ Infra,Project 35,Plastering,Nos,118,218,392,769,1203,6827,3299,18237,12457,8788,369880,8187.24,4093.62,75895.71,49753.86,547292.43
QTN-00580,2026-01-28,ABC Builders,Project 68,Earthwork,Nos,374,69,337,718,2496,6437,3554,25811,61075,3547,386420,9537.06,4768.53,88408.55,57956.71,637523.85
QTN-00581,2026-03-15,Green Homes,Project 2,Painting,Nos,229,333,763,797,1021,7306,1432,3552,31113,14436,442985,9841.72,4920.86,91232.74,59808.13,657889.46
QTN-00582,2026-07-27,Skyline,Project 78,Plastering,Nos,447,499,393,350,46,4591,3333,1474,70170,18926,341501,8641.42,4320.71,80105.96,52513.91,577653
QTN-00583,2026-01-17,ABC Builders,Project 29,Brickwork,Nos,141,264,14,560,3974,3698,2027,20248,25026,2071,516781,11282.52,5641.26,104588.96,68563.87,754202.61
QTN-00584,2026-11-28,SPPS Construction,Project 13,Flooring,Nos,23,4,504,863,2266,4796,1474,15397,20856,17309,355472,8180.68,4090.34,75834.9,49713.99,546853.92
QTN-00585,2026-07-23,SPPS Construction,Project 87,Painting,Nos,268,256,681,573,658,5360,2479,8536,74553,1182,333149,8348.4,4174.2,77389.67,50733.23,558065.49
QTN-00586,2026-11-17,ABC Builders,Project 92,Waterproofing,Nos,144,330,194,372,2748,2662,116,34482,31169,2965,436172,10095.76,5047.88,93587.7,61351.93,674871.27
QTN-00587,2026-05-28,Green Homes,Project 28,Earthwork,Nos,296,191,375,223,3913,1382,559,27810,28965,9196,447800,10275.42,5137.71,95253.14,62443.73,686881
QTN-00588,2026-11-07,Green Homes,Project 5,Waterproofing,Nos,128,197,24,534,1177,1299,1952,7502,73327,8955,255269,6901.06,3450.53,63972.83,41937.74,461315.16
QTN-00589,2026-06-01,Skyline,Project 25,PCC,Nos,139,548,607,195,1044,4717,3085,11940,91513,13729,437681,11097.26,5548.63,102871.6,67438.05,741818.54
QTN-00590,2026-09-15,ABC Builders,Project 98,Earthwork,Nos,192,406,127,652,880,5716,4211,1003,51270,19631,387039,9178.86,4589.43,85088.03,55779.93,613579.25
QTN-00591,2026-06-17,ABC Builders,Project 72,Waterproofing,Nos,37,487,403,471,4950,6310,2957,48400,26308,2661,732597,16199.32,8099.66,150167.7,98443.27,1082875.94
QTN-00592,2026-07-20,Green Homes,Project 92,Plastering,Nos,360,143,678,274,1146,9761,4614,33153,43238,16570,320122,8261.66,4130.83,76585.59,50206.11,552267.19
QTN-00593,2026-04-21,SPPS Construction,Project 27,Plastering,Nos,390,367,109,735,790,8914,2632,10095,75476,15891,395264,9934.52,4967.26,92093,60372.08,664092.86
QTN-00594,2026-08-26,SPPS Construction,Project 58,Waterproofing,Nos,44,251,754,884,61,272,2074,38787,6079,11716,288175,6895.14,3447.57,63917.95,41901.77,460919.42
QTN-00595,2026-05-14,ABC Builders,Project 69,PCC,Nos,486,90,132,571,184,4995,819,1395,74038,17103,174159,5333.9,2666.95,49445.25,32414.11,356555.21
QTN-00596,2026-09-01,Skyline,Project 14,Flooring,Nos,12,520,130,87,4704,9431,4068,46123,60976,10340,687156,16091.9,8045.95,149171.91,97790.48,1075695.24
QTN-00597,2026-03-22,XYZ Infra,Project 59,PCC,Nos,432,302,575,372,1683,4856,3274,10597,16976,2041,394887,8490.02,4245.01,78702.49,51593.85,567532.37
QTN-00598,2026-01-08,Skyline,Project 44,Waterproofing,Nos,375,335,238,665,2176,24,1634,41764,91594,3717,414616,11033.82,5516.91,102283.51,67052.52,737577.77
QTN-00599,2026-05-02,XYZ Infra,Project 67,Earthwork,Nos,314,163,557,167,2097,1828,593,40331,73509,6228,310442,8610.2,4305.1,79816.55,52324.19,575566.04
QTN-00600,2026-09-11,XYZ Infra,Project 72,Flooring,Nos,273,108,475,154,1516,9839,1175,19069,97232,2696,298667,8353.28,4176.64,77434.91,50762.88,558391.71
QTN-00601,2026-12-01,SPPS Construction,Project 87,Plastering,Nos,431,98,271,662,2750,4431,3483,25195,7157,10395,390401,8662.96,4331.48,80305.64,52644.81,579092.89
QTN-00602,2026-06-01,Green Homes,Project 13,Flooring,Nos,302,43,429,372,4449,8220,1913,2553,50052,10915,499658,11263.56,5631.78,104413.2,68448.65,752935.2
QTN-00603,2026-06-14,Skyline,Project 80,Earthwork,Nos,451,521,93,736,2977,1790,2882,21805,85566,12546,570687,13812.08,6906.04,128037.98,83936.01,923296.11
QTN-00604,2026-07-04,XYZ Infra,Project 90,Flooring,Nos,31,128,625,458,3487,7720,1116,5872,99875,13934,486961,12132.84,6066.42,112471.43,73731.27,811043.96
QTN-00605,2026-05-21,ABC Builders,Project 90,Painting,Nos,264,190,507,776,4445,7344,3775,23967,80289,15681,615082,14700.38,7350.19,136272.52,89334.21,982676.3
QTN-00606,2026-07-16,Skyline,Project 74,Earthwork,Nos,344,517,673,761,3248,1277,4137,20089,20283,6754,635763,13657.78,6828.89,126607.62,82998.33,912981.62
QTN-00607,2026-06-25,SPPS Construction,Project 55,Earthwork,Nos,224,85,218,480,4822,4849,4301,10842,93458,19075,518033,12828.16,6414.08,118917.04,77956.73,857524.01
QTN-00608,2026-09-03,ABC Builders,Project 14,PCC,Nos,388,332,689,275,2672,2007,4582,33765,40042,3139,458558,10710.08,5355.04,99282.44,65085.16,715936.72
QTN-00609,2026-10-21,ABC Builders,Project 68,Painting,Nos,38,553,765,829,1675,3441,2928,2646,40155,14582,565611,12459.88,6229.94,115503.09,75718.69,832905.6
QTN-00610,2026-09-16,XYZ Infra,Project 48,Earthwork,Nos,218,21,288,356,1050,2163,1890,27963,33048,15540,173154,4994.1,2497.05,46295.31,30349.15,333840.6
QTN-00611,2026-12-27,XYZ Infra,Project 82,PCC,Nos,394,320,743,796,2779,8446,1965,31120,30213,1831,576918,12801.64,6400.82,118671.2,77795.57,855751.23
QTN-00612,2026-09-27,ABC Builders,Project 90,Earthwork,Nos,425,254,393,259,3144,4734,3165,48159,50792,4294,453657,11138.04,5569.02,103249.63,67685.87,744544.56
QTN-00613,2026-07-01,XYZ Infra,Project 52,RCC,Nos,473,146,359,808,2445,9583,1757,23112,68095,4540,453176,10978.46,5489.23,101770.32,66716.1,733877.12
QTN-00614,2026-07-24,Green Homes,Project 95,Brickwork,Nos,120,472,703,583,3856,6019,3974,39832,77710,13913,679926,16227.62,8113.81,150430.04,98615.25,1084767.71
QTN-00615,2026-01-15,SPPS Construction,Project 59,RCC,Nos,259,372,471,789,1665,6268,2059,32928,78849,1862,476838,11809.54,5904.77,109474.44,71766.57,789432.32
QTN-00616,2026-03-13,Green Homes,Project 26,Earthwork,Nos,419,37,199,500,369,6525,4128,14344,99760,17055,176573,6154.64,3077.32,57053.51,37401.75,411419.22
QTN-00617,2026-04-20,ABC Builders,Project 91,Flooring,Nos,383,532,567,245,1329,9092,3021,18151,95483,6813,489592,12200.78,6100.39,113101.23,74144.14,815585.54
QTN-00618,2026-10-28,Skyline,Project 82,PCC,Nos,190,116,156,427,516,1241,1443,29881,52636,8467,165991,5139.5,2569.75,47643.17,31232.74,343560.16
QTN-00619,2026-12-14,Skyline,Project 90,Earthwork,Nos,374,510,502,588,216,8030,3887,45989,5178,18245,424547,9879.18,4939.59,91580,60035.78,660393.55
QTN-00620,2026-06-27,XYZ Infra,Project 51,PCC,Nos,55,333,263,607,4533,4233,3834,3987,58102,18372,621403,14037.28,7018.64,130125.59,85304.55,938350.06
QTN-00621,2026-10-28,Skyline,Project 15,Waterproofing,Nos,410,163,100,282,1878,5521,1420,48494,30637,14086,301628,7896.9,3948.45,73204.26,47989.46,527884.07
QTN-00622,2026-07-28,XYZ Infra,Project 31,Flooring,Nos,489,443,559,346,775,507,4476,32705,82593,14877,352247,9648.44,4824.22,89441.04,58633.57,644969.27
QTN-00623,2026-05-10,ABC Builders,Project 72,PCC,Nos,320,584,0,388,1556,3781,4214,23352,65899,14737,460522,11290.2,5645.1,104660.15,68610.55,754716
QTN-00624,2026-08-24,XYZ Infra,Project 81,RCC,Nos,47,456,329,687,4885,1367,4323,8945,32408,12870,695594,14996.34,7498.17,139016.07,91132.76,1002460.34
